utc_timestamp,DE_KN_residential6_circulation_pump,DE_KN_residential6_dishwasher,DE_KN_residential6_freezer,DE_KN_residential6_grid_export,DE_KN_residential6_grid_import,DE_KN_residential6_pv,DE_KN_residential6_washing_machine
2015-10-24T16:00:00Z,,,,,,,
2015-10-24T17:00:00Z,,0.0,,,,,0.0
2015-10-24T18:00:00Z,0.029000000000000005,0.0,,,0.9499999999999997,0.0,0.0
2015-10-24T19:00:00Z,0.028999999999999998,0.0,,,0.43000000000000016,0.0,0.0
2015-10-24T20:00:00Z,0.028999999999999984,0.0,,,0.43000000000000016,0.0,0.0
2015-10-24T21:00:00Z,0.028999999999999998,0.0,,,0.41500000000000004,0.0,0.0
2015-10-24T22:00:00Z,0.064,0.0,,,0.6699999999999999,0.0,0.0
2015-10-24T23:00:00Z,0.08200000000000002,0.0,,,0.5800000000000001,0.0,0.0
2015-10-25T00:00:00Z,0.05399999999999999,0.0,,,0.5249999999999995,0.0,0.0
2015-10-25T01:00:00Z,0.030000000000000027,0.001,,,0.4350000000000005,0.0,0.0
2015-10-25T02:00:00Z,0.02899999999999997,0.0,,,0.1899999999999995,0.0,0.001
2015-10-25T03:00:00Z,0.030000000000000027,0.0,,,0.1900000000000004,0.0,0.0
2015-10-25T04:00:00Z,0.02899999999999997,0.0,,,0.21499999999999986,0.0,0.0
2015-10-25T05:00:00Z,0.06900000000000006,0.0,,,0.4950000000000001,0.0,0.0
2015-10-25T06:00:00Z,0.08099999999999996,0.0,,,0.2999999999999998,0.045,0.0
2015-10-25T07:00:00Z,0.04999999999999993,0.0,,,0.2599999999999998,0.29500000000000004,0.0
2015-10-25T08:00:00Z,0.029000000000000026,0.0,,,0.245000000000001,0.77,0.0
2015-10-25T09:00:00Z,0.029000000000000026,0.0,,,0.2400000000000002,2.4850000000000003,0.0
2015-10-25T10:00:00Z,0.028000000000000025,0.0,,,0.23999999999999844,2.105,0.0
2015-10-25T11:00:00Z,0.05699999999999994,0.0,,,0.27000000000000135,3.7299999999999995,0.0
2015-10-25T12:00:00Z,0.10200000000000009,0.0,,,1.299999999999999,5.51,0.0
2015-10-25T13:00:00Z,0.11199999999999988,0.0,,,0.9000000000000004,4.721000000000002,0.0
2015-10-25T14:00:00Z,0.038000000000000034,0.0,,,0.8300000000000001,3.5849999999999973,0.0
2015-10-25T15:00:00Z,0.03100000000000014,0.0,,,0.9550000000000001,1.1340000000000003,0.156
2015-10-25T16:00:00Z,0.028999999999999915,0.0,,,0.8000000000000007,0.010999999999999233,0.209
2015-10-25T17:00:00Z,0.028000000000000025,0.001,,,0.6599999999999984,0.0,0.0
2015-10-25T18:00:00Z,0.028000000000000025,0.0,,,0.6700000000000017,0.0,0.0
2015-10-25T19:00:00Z,0.028000000000000025,0.0,,,0.6549999999999976,0.0,0.0
2015-10-25T20:00:00Z,0.029999999999999805,0.0,,,0.8500000000000014,0.0,0.0010000000000000009
2015-10-25T21:00:00Z,0.028000000000000025,0.0,,,0.8049999999999997,0.0,0.0
2015-10-25T22:00:00Z,0.03100000000000014,0.0,,,1.0300000000000011,0.0,0.0
2015-10-25T23:00:00Z,0.06899999999999995,0.0,,,0.8200000000000003,0.0,0.0
2015-10-26T00:00:00Z,0.08200000000000007,0.0,,,0.4450000000000003,0.0,0.0
2015-10-26T01:00:00Z,0.08199999999999985,0.0,,,0.29499999999999815,0.0,0.0
2015-10-26T02:00:00Z,0.03400000000000003,0.0,,,0.25,0.0,0.0
2015-10-26T03:00:00Z,0.028000000000000025,0.0,,,0.240000000000002,0.0,0.0
2015-10-26T04:00:00Z,0.028999999999999915,0.0,,,0.23999999999999844,0.0,0.0
2015-10-26T05:00:00Z,0.029000000000000137,0.0,,,0.34499999999999886,0.0,0.0
2015-10-26T06:00:00Z,0.03299999999999992,0.0,,,0.6500000000000021,0.0,0.0
2015-10-26T07:00:00Z,0.03100000000000014,0.0,,,0.5299999999999976,0.125,0.0
2015-10-26T08:00:00Z,0.07699999999999996,0.0,,,0.4800000000000004,0.25500000000000256,0.0
2015-10-26T09:00:00Z,0.08199999999999985,0.0,,,0.370000000000001,0.4039999999999999,0.0
2015-10-26T10:00:00Z,0.04400000000000004,0.0,,,0.33999999999999986,0.5449999999999982,0.0
2015-10-26T11:00:00Z,0.029000000000000137,0.001,,,0.3200000000000003,0.7900000000000027,0.0
2015-10-26T12:00:00Z,0.028000000000000025,0.0,,,0.46000000000000085,0.9349999999999987,0.0040000000000000036
2015-10-26T13:00:00Z,0.08000000000000007,0.0,,,0.5649999999999977,4.964999999999996,0.09400000000000003
2015-10-26T14:00:00Z,0.09799999999999986,0.0,,,0.610000000000003,3.7350000000000065,0.035999999999999976
2015-10-26T15:00:00Z,0.04599999999999982,0.0,,,0.5949999999999989,1.0449999999999946,0.0
2015-10-26T16:00:00Z,0.027000000000000135,0.0,,,0.504999999999999,0.0,0.041000000000000036
2015-10-26T17:00:00Z,0.0259999999999998,0.0,,,0.7250000000000014,0.0,0.08999999999999997
2015-10-26T18:00:00Z,0.027000000000000135,0.0,,,0.8599999999999994,0.0,0.0
2015-10-26T19:00:00Z,0.03100000000000014,0.0,,,0.9100000000000001,0.0,0.0
2015-10-26T20:00:00Z,0.08099999999999996,0.0,,,0.9699999999999989,0.0,0.0
2015-10-26T21:00:00Z,0.08199999999999985,0.0,,,0.879999999999999,0.0,0.0
2015-10-26T22:00:00Z,0.051000000000000156,0.0,,,0.7800000000000011,0.0,0.0
2015-10-26T23:00:00Z,0.028999999999999915,0.0,,,0.5799999999999983,0.0,0.0
