utc_timestamp,DE_KN_residential4_dishwasher,DE_KN_residential4_ev,DE_KN_residential4_freezer,DE_KN_residential4_grid_export,DE_KN_residential4_grid_import,DE_KN_residential4_pv,DE_KN_residential4_heat_pump,DE_KN_residential4_pv.1,DE_KN_residential4_refrigerator,DE_KN_residential4_washing_machine
2015-10-10T16:00:00Z,,,,,,,,,,
2015-10-10T17:00:00Z,,,,0.0,0.823,0.0,0.01,0.0,,
2015-10-10T18:00:00Z,,,,0.0,0.7549999999999999,0.0,0.02,0.0,,
2015-10-10T19:00:00Z,,,,0.0,0.3550000000000002,0.0,0.010000000000000002,0.0,,
2015-10-10T20:00:00Z,,,,0.0,0.32699999999999974,0.0,0.009999999999999995,0.0,,
2015-10-10T21:00:00Z,,,,0.0,0.20000000000000018,0.0,0.020000000000000004,0.0,,
2015-10-10T22:00:00Z,,,,0.0,0.18999999999999995,0.0,0.009999999999999995,0.0,,
2015-10-10T23:00:00Z,,,,0.0,0.1499999999999999,0.0,0.010000000000000009,0.0,,
2015-10-11T00:00:00Z,,,,0.0,0.17900000000000027,0.0,0.01999999999999999,0.0,,
2015-10-11T01:00:00Z,,,,0.0,0.1559999999999997,0.0,0.010000000000000009,0.0,,
2015-10-11T02:00:00Z,,,,0.0,0.15700000000000003,0.0,0.010000000000000009,0.0,,
2015-10-11T03:00:00Z,,,,0.0,0.16800000000000015,0.0,0.01999999999999999,0.0,,
2015-10-11T04:00:00Z,,,,0.0,0.1459999999999999,0.0,0.010000000000000009,0.0,,
2015-10-11T05:00:00Z,,,,0.0,0.18400000000000016,0.0,0.009999999999999981,0.0,,
2015-10-11T06:00:00Z,,,,0.084,0.11299999999999999,0.205,0.020000000000000018,0.205,,
2015-10-11T07:00:00Z,,,,0.606,0.015000000000000124,0.8250000000000001,0.009999999999999981,0.8250000000000001,,
2015-10-11T08:00:00Z,,,,1.135,0.0,1.3469999999999998,0.010000000000000009,1.3469999999999998,,
2015-10-11T09:00:00Z,,,,1.211,0.0,1.3940000000000001,0.0,1.3940000000000001,,
2015-10-11T10:00:00Z,,,,1.092,0.5979999999999994,2.949,0.01999999999999999,2.949,,
2015-10-11T11:00:00Z,,,,0.07699999999999996,0.5740000000000007,1.830000000000001,0.010000000000000009,1.830000000000001,,
2015-10-11T12:00:00Z,,,,0.004999999999999893,0.47299999999999986,1.3449999999999989,0.020000000000000018,1.3449999999999989,,
2015-10-11T13:00:00Z,,,,0.4299999999999997,0.10499999999999954,1.0350000000000001,0.010000000000000009,1.0350000000000001,,
2015-10-11T14:00:00Z,,,,0.726,0.0,0.9269999999999996,0.01699999999999996,0.9269999999999996,,
2015-10-11T15:00:00Z,,,,0.24400000000000066,0.010000000000000675,0.3810000000000002,0.013000000000000012,0.3810000000000002,,
2015-10-11T16:00:00Z,,,,0.0,0.15699999999999914,0.03200000000000003,0.010000000000000009,0.03200000000000003,,
2015-10-11T17:00:00Z,,,,0.0,0.22200000000000042,0.0,0.017000000000000015,0.0,,
2015-10-11T18:00:00Z,,,,0.0,0.3680000000000003,0.0,0.012999999999999956,0.0,,
2015-10-11T19:00:00Z,,,,0.0,0.3179999999999996,0.0,0.010000000000000009,0.0,,
2015-10-11T20:00:00Z,,,,0.0,0.30100000000000016,0.0,0.010000000000000009,0.0,,
2015-10-11T21:00:00Z,,,,0.0,0.25100000000000033,0.0,0.020000000000000018,0.0,,
2015-10-11T22:00:00Z,,,,0.0,0.1899999999999995,0.0,0.010000000000000009,0.0,,
2015-10-11T23:00:00Z,,,,0.0,0.20900000000000052,0.0,0.009999999999999953,0.0,,
2015-10-12T00:00:00Z,,,,0.0,0.18099999999999916,0.0,0.020000000000000018,0.0,,
2015-10-12T01:00:00Z,,,,0.0,0.18400000000000105,0.0,0.010000000000000009,0.0,,
2015-10-12T02:00:00Z,,,,0.0,0.17600000000000016,0.0,0.010000000000000009,0.0,,
2015-10-12T03:00:00Z,,,,0.0,0.17999999999999972,0.0,0.019999999999999962,0.0,,
2015-10-12T04:00:00Z,,,,0.0,0.3279999999999994,0.0,0.010000000000000009,0.0,,
2015-10-12T05:00:00Z,,,,0.0,0.28200000000000003,0.0,0.010000000000000009,0.0,,
2015-10-12T06:00:00Z,,,,0.009999999999999787,0.45500000000000007,0.2320000000000011,0.020000000000000018,0.2320000000000011,,
2015-10-12T07:00:00Z,,,,0.5439999999999996,0.3780000000000001,0.8999999999999986,0.010000000000000009,0.8999999999999986,,
2015-10-12T08:00:00Z,,,,1.2840000000000007,0.07000000000000028,2.3080000000000016,0.010000000000000009,2.3080000000000016,,
2015-10-12T09:00:00Z,,,,3.535,0.0,3.8099999999999987,0.04999999999999993,3.8099999999999987,,
2015-10-12T10:00:00Z,,,,5.814,0.0,6.16,0.08700000000000008,6.16,,
2015-10-12T11:00:00Z,,,,6.628999999999998,0.0,6.840000000000003,0.07999999999999996,6.840000000000003,,
2015-10-12T12:00:00Z,,,,4.144000000000002,0.0,4.417999999999999,0.08299999999999996,4.417999999999999,,
2015-10-12T13:00:00Z,,,,3.8679999999999986,0.0,4.123999999999995,0.050000000000000044,4.123999999999995,,
2015-10-12T14:00:00Z,,,,3.522000000000002,0.0,3.6940000000000026,0.010000000000000009,3.6940000000000026,,
2015-10-12T15:00:00Z,,,,0.9960000000000022,0.009000000000000341,1.2460000000000022,0.020000000000000018,1.2460000000000022,,
2015-10-12T16:00:00Z,,,,0.04399999999999693,0.125,0.1869999999999976,0.010000000000000009,0.1869999999999976,,
