utc_timestamp,DE_KN_residential3_circulation_pump,DE_KN_residential3_dishwasher,DE_KN_residential3_freezer,DE_KN_residential3_grid_export,DE_KN_residential3_grid_import,DE_KN_residential3_pv,DE_KN_residential3_refrigerator,DE_KN_residential3_washing_machine
2014-12-11T17:00:00Z,,,,,,,,
2014-12-11T18:00:00Z,,0.003,0.022,,,,,
2014-12-11T19:00:00Z,0.069,0.002,0.04,,,,,0.0
2014-12-11T20:00:00Z,0.068,0.003,0.03799999999999999,,,,,0.0
2014-12-11T21:00:00Z,0.069,0.002,0.0040000000000000036,,,,,0.0
2014-12-11T22:00:00Z,0.04099999999999998,0.002999999999999999,0.039999999999999994,,,,,0.0
2014-12-11T23:00:00Z,0.059,0.003000000000000001,0.03900000000000001,,,,,0.0
2014-12-12T00:00:00Z,0.07100000000000001,0.0019999999999999983,0.016000000000000014,,,,,0.0
2014-12-12T01:00:00Z,0.067,0.0030000000000000027,0.026999999999999996,,,,,0.0
2014-12-12T02:00:00Z,0.07199999999999995,0.0019999999999999983,0.04000000000000001,,,,,0.0
2014-12-12T03:00:00Z,0.06800000000000006,0.002999999999999999,0.03199999999999997,,,,,0.001
2014-12-12T04:00:00Z,0.06999999999999995,0.0020000000000000018,0.009000000000000008,,,,,0.0
2014-12-12T05:00:00Z,0.07200000000000006,0.002999999999999999,0.03999999999999998,,,,,0.0
2014-12-12T06:00:00Z,0.06799999999999995,0.048,0.039000000000000035,,,,,0.0
2014-12-12T07:00:00Z,0.07500000000000007,1.214,0.006000000000000005,,,,,0.0
2014-12-12T08:00:00Z,0.08799999999999997,0.0050000000000001155,0.035999999999999976,,,,,0.0
2014-12-12T09:00:00Z,0.119,0.0020000000000000018,0.03899999999999998,,,,,0.0
2014-12-12T10:00:00Z,0.11799999999999988,0.0029999999999998916,0.02200000000000002,,,,,0.0
2014-12-12T11:00:00Z,0.11100000000000021,0.0020000000000000018,0.019000000000000017,,,,,0.0
2014-12-12T12:00:00Z,0.10199999999999987,0.0030000000000001137,0.040000000000000036,,,,,0.0
2014-12-12T13:00:00Z,0.07400000000000007,0.0020000000000000018,0.03599999999999992,,,,,0.0
2014-12-12T14:00:00Z,0.07299999999999995,0.0029999999999998916,0.0050000000000000044,,,,,0.0
2014-12-12T15:00:00Z,0.07200000000000006,0.0030000000000001137,0.039000000000000035,,,,,0.0
2014-12-12T16:00:00Z,0.06599999999999984,0.0020000000000000018,0.040000000000000036,,,,,0.0
2014-12-12T17:00:00Z,0.06800000000000006,0.0129999999999999,0.008000000000000007,,,,,0.0
2014-12-12T18:00:00Z,0.07000000000000006,1.1670000000000003,0.03299999999999992,,,,,0.0
2014-12-12T19:00:00Z,0.06899999999999995,0.023999999999999577,0.041000000000000036,,,,,0.0
2014-12-12T20:00:00Z,0.06699999999999995,0.0030000000000001137,0.01200000000000001,,,,,0.0
2014-12-12T21:00:00Z,0.06899999999999995,0.002000000000000224,0.030000000000000027,,,,,0.0
2014-12-12T22:00:00Z,0.040999999999999925,0.0029999999999996696,0.040999999999999925,,,,,0.0
2014-12-12T23:00:00Z,0.05900000000000016,0.002000000000000224,0.03500000000000003,,,,,0.0
2014-12-13T00:00:00Z,0.07100000000000017,0.0030000000000001137,0.008000000000000007,,,,,0.0
2014-12-13T01:00:00Z,0.06499999999999995,0.0019999999999997797,0.041000000000000036,,,,,0.0
2014-12-13T02:00:00Z,0.07099999999999973,0.0030000000000001137,0.038999999999999924,,,,,0.0
2014-12-13T03:00:00Z,0.06600000000000028,0.0019999999999997797,0.0040000000000000036,,,,,0.0
2014-12-13T04:00:00Z,0.06999999999999984,0.0030000000000001137,0.040999999999999925,,,,,0.001
2014-12-13T05:00:00Z,0.07100000000000017,0.0030000000000001137,0.04100000000000015,,,,,0.0
2014-12-13T06:00:00Z,0.06899999999999995,0.0019999999999997797,0.0020000000000000018,,,,,0.0
2014-12-13T07:00:00Z,0.06999999999999984,0.0030000000000001137,0.040999999999999925,,,,,0.0
2014-12-13T08:00:00Z,0.07100000000000017,0.002000000000000224,0.040999999999999925,,,,,0.0
2014-12-13T09:00:00Z,0.08299999999999974,0.0029999999999996696,0.0020000000000000018,,,,,0.0
2014-12-13T10:00:00Z,0.11800000000000033,0.002000000000000224,0.04100000000000015,,,,,0.0
2014-12-13T11:00:00Z,0.11199999999999966,0.0030000000000001137,0.040999999999999925,,,,,0.0
2014-12-13T12:00:00Z,0.1120000000000001,0.0029999999999996696,0.0020000000000000018,,,,,0.0
2014-12-13T13:00:00Z,0.1070000000000002,0.002000000000000224,0.040999999999999925,,,,,0.0
2014-12-13T14:00:00Z,0.09699999999999998,0.0030000000000001137,0.040000000000000036,,,,,0.0
2014-12-13T15:00:00Z,0.07200000000000006,0.0019999999999997797,0.0040000000000000036,,,,,0.0
2014-12-13T16:00:00Z,0.06800000000000006,0.002000000000000224,0.039000000000000146,,,,,0.0
2014-12-13T17:00:00Z,0.06799999999999962,0.0029999999999996696,0.040999999999999925,,,,,0.0
2014-12-13T18:00:00Z,0.06700000000000017,0.0030000000000001137,0.008999999999999897,,,,,0.0
2014-12-13T19:00:00Z,0.06899999999999995,0.002000000000000224,0.03400000000000003,,,,,0.0
2014-12-13T20:00:00Z,0.06800000000000006,0.0029999999999996696,0.04100000000000015,,,,,0.0
2014-12-13T21:00:00Z,0.06899999999999995,0.002000000000000224,0.014000000000000012,,,,,0.0
2014-12-13T22:00:00Z,0.04200000000000026,0.0019999999999997797,0.028999999999999915,,,,,0.0
